OFFENCE_YEAR,DIVISION,TICKET_TYPE,OFFENCE_CATEGORY,AGE_GROUP,HOOD_158,NEIGHBOURHOOD_158,TICKET_COUNT,ObjectId
2020,NSA,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Adult,49,Bayview Woods-Steeles,1,2475
2016,D33,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Youth,41,Bridle Path-Sunnybrook-York Mills,1,2476
2016,D52,Prov Offence Summons Part Iii Form 104                                         ,Aggressive Driving,Adult,166,St Lawrence-East Bayfront-The Islands,6,2477
2017,D33,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Adult,41,Bridle Path-Sunnybrook-York Mills,16,2478
2014,D41,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Youth,126,Dorset Park,1,2479
2017,D43,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,138,Eglinton East,181,2480
2022,D22,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Adult,9,Edenbridge-Humber Valley,23,2481
2020,D23,Prov Offence Summons Part Iii Form 104                                         ,All CAIA,Adult,5,Elms-Old Rexdale,7,2482
2017,D33,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Adult,149,Parkwoods-O'Connor Hills,107,2483
2019,D22,Prov Offence Summons Part Iii Form 104                                         ,All CAIA,Adult,166,St Lawrence-East Bayfront-The Islands,1,2484
2017,D52,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Adult,167,Church-Wellesley,17,2485
2021,D22,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Adult,NSA,NSA,81,2486
2019,D14,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Adult,NSA,NSA,17,2487
2021,D22,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Adult,15,Kingsway South,277,2488
2021,D14,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Adult,163,Fort York-Liberty Village,196,2489
2015,D13,Prov Offence Summons Part Iii Form 104                                         ,All CAIA,Adult,109,Caledonia-Fairbank,14,2490
2020,D52,Prov Offence Summons Part Iii Form 104                                         ,All CAIA,Adult,170,Yonge-Bay Corridor,11,2491
2017,D41,Prov Offence Summons Part Iii Form 104                                         ,Aggressive Driving,Adult,120,Clairlea-Birchmount,12,2492
2016,D32,Prov Offence Summons Part Iii Form 104                                         ,Aggressive Driving,Adult,34,Bathurst Manor,8,2493
2019,D14,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Adult,78,Kensington-Chinatown,1,2494
2014,D33,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Adult,48,Hillcrest Village,15,2495
2015,D31,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Youth,21,Humber Summit,2,2496
2016,D43,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Youth,138,Eglinton East,4,2497
2015,D22,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Adult,12,Markland Wood,32,2498
2016,D42,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,134,Highland Creek,4,2499
2017,D41,Prov Offence Summons Part Iii Form 104                                         ,Aggressive Driving,Adult,NSA,NSA,8,2500
2019,D32,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Adult,36,Newtonbrook West,23,2501
2019,D52,Prov Offence Summons Part Iii Form 104                                         ,Aggressive Driving,Adult,165,Harbourfront-CityPlace,9,2502
2020,D53,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Adult,174,South Eglinton-Davisville,79,2503
2020,D32,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Adult,155,Downsview,39,2504
2016,D41,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Youth,157,Bendale South,2,2505
2015,D32,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Adult,38,Lansing-Westgate,272,2506
2017,D14,Prov Offence Summons Part Iii Form 104                                         ,All CAIA,Adult,172,Dovercourt Village,11,2507
2022,D33,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,119,Wexford/Maryvale,91,2508
2016,D53,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Adult,167,Church-Wellesley,140,2509
2015,D22,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Adult,158,Islington,134,2510
2014,D53,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,39,Bedford Park-Nortown,54,2511
2017,D32,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Adult,39,Bedford Park-Nortown,70,2512
2014,D14,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Adult,162,West Queen West,120,2513
2021,D42,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Youth,NSA,NSA,2,2514
2022,D42,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Adult,143,West Rouge,14,2515
2017,D32,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,32,Englemount-Lawrence,73,2516
2020,D41,Prov Offence Summons Part Iii Form 104                                         ,Speeding,Adult,120,Clairlea-Birchmount,13,2517
2015,D42,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Adult,116,Steeles,67,2518
2018,NSA,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,12,Markland Wood,1,2519
2022,D41,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Youth,NSA,NSA,1,2520
2016,D42,Prov Offence Summons Part Iii Form 104                                         ,All CAIA,Adult,144,Morningside Heights,68,2521
2014,D42,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,147,L'Amoreaux West,17,2522
2018,D11,Prov Offence Summons Part Iii Form 104                                         ,Speeding,Adult,87,High Park-Swansea,3,2523
2022,D33,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Youth,53,Henry Farm,2,2524
2017,D13,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Adult,171,Junction-Wallace Emerson,44,2525
2018,D33,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Adult,147,L'Amoreaux West,7,2526
2019,D41,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,NSA,NSA,826,2527
2016,D42,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Youth,146,Malvern East,1,2528
2021,D52,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Adult,79,University,37,2529
2016,D11,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,85,South Parkdale,197,2530
2017,D23,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Adult,3,Thistletown-Beaumond Heights,43,2531
2014,D22,Prov Offence Summons Part Iii Form 104                                         ,Aggressive Driving,Adult,18,New Toronto,1,2532
2019,D33,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Adult,47,Don Valley Village,28,2533
2014,D43,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,NSA,NSA,388,2534
2015,D53,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,100,Yonge-Eglinton,194,2535
2021,D23,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Adult,3,Thistletown-Beaumond Heights,43,2536
2014,D12,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Adult,29,Maple Leaf,113,2537
2015,D23,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Youth,NSA,NSA,3,2538
2018,D53,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Adult,95,Annex,15,2539
2020,D33,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Adult,53,Henry Farm,334,2540
2016,D32,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Youth,41,Bridle Path-Sunnybrook-York Mills,1,2541
2014,D12,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Adult,112,Beechborough-Greenbrook,35,2542
2016,D53,Prov Offence Summons Part Iii Form 104                                         ,Speeding,Adult,39,Bedford Park-Nortown,1,2543
2014,D14,Prov Offence Summons Part Iii Form 104                                         ,All CAIA,Adult,85,South Parkdale,13,2544
2019,D53,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,96,Casa Loma,34,2545
2015,D51,Prov Offence Summons Part Iii Form 104                                         ,All CAIA,Adult,167,Church-Wellesley,6,2546
2020,D33,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,47,Don Valley Village,8,2547
2017,D55,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Youth,68,North Riverdale,2,2548
2015,D42,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Adult,130,Milliken,381,2549
2019,D33,Prov Offence Summons Part Iii Form 104                                         ,Aggressive Driving,Adult,119,Wexford/Maryvale,10,2550
2018,D52,Prov Offence Summons Part Iii Form 104                                         ,Aggressive Driving,Adult,NSA,NSA,5,2551
2017,D32,Prov Offence Summons Part Iii Form 104                                         ,All CAIA,Adult,151,Yonge-Doris,92,2552
2014,D22,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Adult,12,Markland Wood,1,2553
2015,D53,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Adult,103,Lawrence Park South,78,2554
2015,D41,Prov Offence Summons Part Iii Form 104                                         ,Aggressive Driving,Adult,121,Oakridge,9,2555
2022,D43,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Adult,139,Scarborough Village,24,2556
2018,D12,Prov Offence Summons Part Iii Form 104                                         ,All CAIA,Youth,115,Mount Dennis,2,2557
2015,D31,Prov Offence Summons Part Iii Form 104                                         ,Speeding,Youth,22,Humbermede,1,2558
2021,D51,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Adult,72,Regent Park,28,2559
